x0,x1,x2,x3,x4
2.243363915493709875e-03,2.699742390009809805e-03,1.925996657455079919e-02,8.851373357878760118e-01,1.014941264444499947e-01
3.457098595914199959e-03,1.262443987933099939e-03,2.633588368698349877e-02,7.661462921435010509e-01,9.154200994316490370e-01
1.341831834033130029e-03,3.334467038169849906e-03,1.017418263512710058e-02,1.382520488453210072e+00,1.310628411059729936e-01
1.314258771906840102e-03,1.130607245170160051e-03,2.672145595324990075e-02,5.875223507853229998e-01,6.801210597404280245e-01
1.649441192077710045e-03,1.270422971973659979e-03,2.193344089017990051e-02,1.010656757812949946e+00,7.047608907544049561e-01
1.685752933824430106e-03,3.097908016999829841e-03,2.560141262573770171e-02,9.490691398257620204e-01,1.874200052150989948e-01
1.281759176890599978e-03,3.026397825855059801e-03,5.592679383705599985e-03,1.168845248292549988e+00,9.142305686706679868e-01
3.369169395414180115e-03,1.734948891944719952e-03,1.870316498323160159e-02,1.346159675395349975e+00,5.819775571620560140e-01
2.410453528669899859e-03,9.131672367536229932e-04,2.513908890484880046e-02,2.973711024104849776e-01,8.288589183008300276e-01
1.311674324391879981e-03,2.098149908857299857e-03,2.596138563772569866e-02,3.482050989316780032e-01,6.418478725501339799e-01
2.263307871402239855e-03,1.363276553727919924e-03,2.583686588671029946e-02,2.352937321930660131e-01,1.830452157433609950e-01
1.492589401205540039e-03,1.487778576686049972e-03,7.835774463834939418e-03,3.117324973064239946e-01,2.320465416868680020e-01
3.208554178472379850e-03,2.111476685702569963e-03,2.261487839090060153e-02,1.229947998678309951e+00,8.440169886269139887e-01
3.000785744238640071e-03,3.462719679942240052e-03,2.601673955850889938e-02,7.308715037908400380e-02,3.526630837130360074e-01
3.108057835045500202e-03,3.666607003570299984e-03,7.115345452713080047e-03,8.493140632796569722e-01,5.836390038551759751e-01
3.495986583598190145e-03,1.441258635268430040e-03,1.433487693433319922e-02,5.487474890872839905e-01,7.957682610067999818e-01
3.224559344463280054e-03,1.085081095167199968e-03,2.187383281793419884e-02,4.107937659075249770e-01,7.104118437271099706e-01
3.545265368028309785e-03,2.619159128157769797e-03,5.917945616716289992e-03,5.909057943398370316e-01,3.643235580015459774e-01
3.168803798605220132e-03,3.660650393103950101e-03,1.875806297142059917e-02,8.718994797903579785e-01,5.095490441678559579e-01
1.387993324463490056e-03,2.158017641594749906e-03,2.499183057567500033e-02,1.203480075401949900e+00,5.062387094465079507e-01
3.421640820867149959e-03,1.903774846471379973e-03,1.494523115194120073e-02,8.031561630339130176e-01,1.159712993442079954e-01
3.657406925097810187e-03,1.157880875061729911e-03,1.045991512507989975e-02,8.084579091999910538e-01,4.209567038146779794e-01
2.553008089143079910e-03,1.280828272859219942e-03,2.315487236326650017e-02,7.714494472233349720e-01,7.402937701253690106e-01
3.158711225080300129e-03,6.924667590497990150e-04,2.557358673211470104e-02,8.902965036499079776e-01,6.959094247531609767e-01
2.643562277886089915e-03,2.208973019764530216e-03,1.123028658212510064e-02,8.239872001495679443e-02,3.927355243752240210e-01
2.083659828426549874e-03,7.986766159122339831e-04,5.504665176333859572e-03,1.241344367471759913e+00,7.035785366578489741e-01
3.492600079675669926e-03,3.453801606261749837e-03,1.005982975889719959e-02,1.194320756329569910e+00,8.373216552427039661e-01
3.185671660735740155e-03,2.481727603027250074e-03,2.544045115411440114e-02,9.106315214086789789e-01,5.906702391656579731e-01
1.640003688241819992e-03,2.280523225494080018e-03,5.541127366649450242e-03,1.079750488860770075e+00,9.505746578020040083e-01
3.119288866714110212e-03,2.183108606242230038e-03,2.140875233711629980e-02,3.611813129856020210e-01,4.169003691463730177e-01
2.168341983602850055e-03,3.579139656141980003e-03,2.798424071837889854e-02,7.539283380297709947e-01,6.477883074546699760e-01
1.233252640568419925e-03,3.498887866680389785e-03,2.695669407535230058e-02,5.175045853407359564e-01,1.250330990159420064e-01
3.829144258750599977e-03,3.204897400835299802e-03,1.712527715257619945e-02,7.991303557563810278e-01,6.198321779374960094e-01
1.921456306789539941e-03,2.393467931387600108e-03,1.452109082447670084e-02,4.422027973638609777e-01,6.052919589506929876e-01
3.699069230635420192e-03,1.347403800601719957e-03,2.043505721447099951e-02,2.545869829111029881e-01,3.832565641601100026e-01
3.738178663413040202e-03,1.456910482925009940e-03,6.834430009171829808e-03,1.223369874030930005e+00,4.774637311650439808e-01
3.097384841787629954e-03,7.619342717654069719e-04,1.282100525763909919e-02,1.294607274489240067e+00,1.636702903837430056e-01
3.182020047269989819e-03,1.819246496642239978e-03,1.023675667407920008e-02,3.684804542254420112e-01,9.033437947521449907e-01
1.978427909359099790e-03,2.872335355156329859e-03,6.171513703574429618e-03,5.807061034825170553e-01,7.650652991333040109e-01
1.798291906377300076e-03,3.728593034873600200e-03,1.843270508737189853e-02,5.394766121667340375e-01,3.436517483443020105e-01
3.293705644835949898e-03,2.581261869426820094e-03,5.585524159396069825e-03,5.926483480454189934e-01,1.213469744704200048e-01
1.737383079304129999e-03,3.146354745139249860e-03,2.010241370806349973e-02,1.376065831471579903e+00,7.427032148942820378e-01
3.016580045643730158e-03,7.586300658240219524e-04,6.038641220135149666e-03,4.912062307846499776e-01,5.629647599349260068e-01
1.653750543785980059e-03,3.162917952336600103e-03,1.420859189967970011e-02,8.419172948113410326e-01,4.794544355673719949e-01
3.760712758729929835e-03,3.325092613105430119e-03,1.775299634791279932e-02,8.793203252402599646e-02,4.006433289875280246e-01
1.682386452563570077e-03,2.708071332967959891e-03,2.024318534001099887e-02,1.278370732270529997e+00,4.955765089772179999e-01
3.757473877808080020e-03,2.518776249630959915e-03,2.565889706660460026e-02,3.826418440975249968e-01,9.197725591084450203e-01
1.238332902543480031e-03,2.261860809023720064e-03,1.591233387364239873e-02,9.602802311363629606e-01,5.413748678227420230e-01
3.039501283087529988e-03,3.137689099215550202e-03,2.340131432864209909e-02,6.028923578850230447e-01,8.944773697722699923e-01
2.486326348949919815e-03,3.608838613938070150e-03,2.248855410954659836e-02,1.192544435521119967e-01,6.399339282901489456e-01
1.317547450324519937e-03,1.755776974971759918e-03,1.356526896970179988e-02,4.754500701078209768e-01,1.513801246874499906e-01
1.533809488711879903e-03,1.062951065381410052e-03,7.257710730254879686e-03,6.831962419623740512e-01,7.074815274272110432e-01
2.229122975205769918e-03,3.747474346589760134e-03,8.456793096133039672e-03,6.227169122393240164e-01,1.927083521301390101e-01
3.440189198810369824e-03,1.358179037114609937e-03,2.455360613187939842e-02,2.868067865615009926e-01,1.241210707533170060e-01
2.222877008778280025e-03,1.516737895622730049e-03,6.252349600983089610e-03,7.460740880604139758e-01,2.241758157694709874e-01
1.213945743265099986e-03,3.145639497771629892e-03,5.624780144769699931e-03,1.258644176916680069e+00,6.205551910072100164e-01
2.171705640760249884e-03,3.418643671791770072e-03,1.632175129248780027e-02,4.026621482495679749e-01,7.013044273422569530e-01
3.152822976095369899e-03,7.845628591681600523e-04,2.834622101654599852e-02,2.004392030969029959e-01,2.045701728824060039e-01
3.707053767933279984e-03,2.680532996278369925e-03,1.106204958918089939e-02,1.389551454333590064e+00,1.771776695607699958e-01
1.206381365677809941e-03,2.632722682325869951e-03,2.036848979087270070e-02,9.784121575097090018e-01,9.319631738984029967e-02
2.008601776560300055e-03,2.986986811108890191e-03,1.165492006422090034e-02,8.788175686388279839e-01,1.968705754429100063e-01
3.138904935895700000e-03,3.722002932485890016e-03,7.275056616524699579e-03,4.288786440583640114e-01,4.411316232120149894e-01
2.203723052522870048e-03,3.548991899402579794e-03,1.698048861422059991e-02,1.352570745545210062e+00,3.516124896821570256e-01
2.058846461835080188e-03,2.154791151677719948e-03,1.758490686792319943e-02,8.583426416820150173e-01,2.765206761381119871e-01
1.273420048039869976e-03,1.167584523380729971e-03,2.088983848398410018e-02,3.017788280668899925e-01,4.960964980835559923e-01
1.851687970989379910e-03,3.601564988905910092e-03,2.491659956813389865e-02,1.055116837463569990e-01,8.804010311232409736e-01
1.391498956983210035e-03,1.005426882189469932e-03,5.459253616598430149e-03,1.089575297315839908e+00,7.713617448841689761e-01
1.870641495346320095e-03,1.107382947277740044e-03,2.589948586673549921e-02,7.639574490847299559e-01,8.175411897662560046e-01
2.053379392003409909e-03,2.880634966123619880e-03,1.202182269879500075e-02,1.967322686305270074e-01,4.030091395797210096e-01
1.973274174441349942e-03,8.648915606772059539e-04,2.100148686149949998e-02,1.859306555958460117e-01,6.967610921550080327e-01
1.882704853015949994e-03,8.797585065364839970e-04,2.225057426495759966e-02,2.964962097401729890e-01,3.956428202083330237e-01
1.625665553550470098e-03,1.109375963691849962e-03,2.496850101698519855e-02,1.043577197229490050e+00,1.984031218406739905e-01
1.775182208319889916e-03,2.585089363647860138e-03,4.663317251679949607e-03,1.063360140947740007e+00,6.504326666826379943e-01
2.104255182038060161e-03,1.636069188259310029e-03,1.671081387054080061e-02,1.255281434786859940e+00,2.959582409199790209e-01
2.585562411373709853e-03,9.723531041723910018e-04,1.010887377853669951e-02,3.795853562063999931e-01,6.748924597776490009e-01
2.940292803223009972e-03,1.772284890951589904e-03,8.886504286586539153e-03,6.564726120351119798e-01,5.075935275333469665e-01
3.719563362195860059e-03,1.688276417005690018e-03,1.193990419177620027e-02,9.143568420053920232e-01,8.835647054524160549e-01
2.648599253095919835e-03,2.104974105299920167e-03,2.580853229110989869e-02,4.119299810437950238e-01,9.167146532428449568e-01
2.712263510730349853e-03,1.225472790364060026e-03,1.428820846926859983e-02,1.363887718539920080e+00,6.165833037781990322e-01
1.324067761275680034e-03,3.657633535027500146e-03,2.556287255772409991e-02,9.007533980993319700e-01,5.824254057651849781e-01
3.539274880966640155e-03,1.420664383302909896e-03,2.306037984132389834e-02,7.178032671581020541e-01,6.765980947921049760e-01
2.099848260122349954e-03,2.916999260389129944e-03,2.653131828659329935e-02,3.856472853957679803e-01,5.225223679766060059e-01
2.813446116403910211e-03,6.068371654672080140e-04,2.047905466428839860e-02,6.606852902232199787e-01,1.562036576373500019e-01
2.179368640294530174e-03,1.412933475309279896e-03,1.601170378584039836e-02,6.648811842502330149e-01,1.783959117797200011e-01
1.606241988821190082e-03,2.315166845216530024e-03,2.281566164153700157e-02,1.380304641828410117e-01,1.551487481824589953e-01
2.721925405768909831e-03,1.375470806852569948e-03,6.600035099259349627e-03,1.032203014945380026e+00,2.680126795438120268e-01
2.731906918725459949e-03,8.986694663061059766e-04,1.922590057055049984e-02,1.189974255380340074e+00,7.788223771806810358e-01
2.609370839724550056e-03,1.729418686807039987e-03,8.799460483350790216e-03,9.364865946726640411e-01,9.208144080922939789e-01
2.095208397743529832e-03,1.506347621603290002e-03,6.190980878975710366e-03,1.274263493955370086e+00,8.482250350273680128e-01
1.843657036923800020e-03,1.202515683637469905e-03,6.336836230727380115e-03,2.603533803136089952e-01,7.146350383495450043e-01
3.748786153001480020e-03,3.767410216639750092e-03,2.245736935023430123e-02,7.305057877621150553e-01,4.251842250525950107e-01
2.253758113969580104e-03,2.222383301270780109e-03,2.757688207502290156e-02,6.390133187505420143e-01,4.048458602435420217e-01
2.432496525891819812e-03,3.616650804865409897e-03,6.747046330899930319e-03,1.925670543482989883e-01,5.268308440663389547e-01
3.640363756961419953e-03,9.874261838624949061e-04,1.449992220300719975e-02,1.195870772801219895e+00,4.972555504774209822e-01
3.463643841866400133e-03,1.541659176852089959e-03,8.601203421059060855e-03,6.345262109100590076e-01,1.617729894050859984e-01
1.319633463917530003e-03,1.047921323702550060e-03,2.398520603360329920e-02,1.221427552955340001e+00,3.866348469650839892e-01
3.713655080826249941e-03,2.082163823496669883e-03,7.631015672368930171e-03,6.246748045796989696e-02,3.593523702281530008e-02
1.763757273053979946e-03,1.101268067689960056e-03,5.853077668322020054e-03,1.193998487490459892e+00,3.448851742106490148e-01
2.986943869918119894e-03,1.812492768654830073e-03,2.413416301766529992e-02,1.491202754862610003e-01,5.719682247857560409e-01
1.194036207264059964e-03,3.131359796209140078e-03,7.731942512836310205e-03,6.101808677189980434e-01,4.134318584424909737e-01
2.919830824282019805e-03,1.288561839539909947e-03,1.889070289300519984e-02,8.349657932667760019e-01,5.846013594609680286e-01
2.102354996592740045e-03,2.751751711374960004e-03,2.819571000968200056e-02,3.445174418940439853e-01,2.108142031684979989e-01
3.676676285502039794e-03,2.366700873366440160e-03,1.932368766125689905e-02,3.914871486118060018e-01,7.734311280043330017e-01
2.346901600145499898e-03,3.002783989823659856e-03,5.971773215041259637e-03,2.044726759853069953e-01,3.306844059133440261e-01
1.506410382217960101e-03,6.601792435980169708e-04,8.939659626538169410e-03,5.071768175738400330e-01,3.857483029060529978e-01
3.088997876401990052e-03,2.788993923402859846e-03,6.001847783382750420e-03,1.072940952022330086e+00,8.059793915166519884e-01
2.231930674516830002e-03,2.212002903879150151e-03,1.619244320631259976e-02,2.245021188502429876e-01,8.571233931304890197e-01
3.206648276896679941e-03,1.705888272683599898e-03,5.252662068125089727e-03,1.152356976722600068e+00,7.995464397598990303e-01
2.899155087110590057e-03,3.843576095380699890e-03,2.032997613424639832e-02,1.737323027641979878e-01,8.812996483687309812e-01
1.393907157949170021e-03,3.366499862207330065e-03,1.540012073525270052e-02,1.147170103419459908e+00,7.489591686124910108e-01
3.364084469885099838e-03,2.648816979920609951e-03,1.612122220661139915e-02,1.126313381059210084e+00,6.815558915415309560e-01
1.880276765835240012e-03,1.250008231343000030e-03,1.104217923069819932e-02,3.331340740600139960e-01,4.026224350903649940e-01
2.195494349550919985e-03,3.282643354932539975e-03,1.595935342947769897e-02,3.732447801295200041e-01,1.379867884642440035e-01
3.407678000877149838e-03,2.394886426134380103e-03,9.793245277807120092e-03,1.567229752228599948e-01,6.222701914587519534e-01
1.441928322124759899e-03,6.460010563863909962e-04,1.329367413867590074e-02,9.533474535634739455e-02,1.588622113580349937e-01
3.093394915099720137e-03,3.849955010997599923e-03,9.965220524564619500e-03,1.232917464507629957e+00,5.801508339201100206e-01
1.263176416916310038e-03,1.274712370100779995e-03,9.833480829866370412e-03,1.528870807404159871e-01,5.751090048754120554e-01
2.597285528946669843e-03,2.475861923824530103e-03,1.170115556933380013e-02,1.385609471716569896e+00,2.596279141679410096e-01
3.735260199399429923e-03,2.689301453122519819e-03,7.955265138294779700e-03,6.037217401658420135e-01,8.204820016522430537e-01
2.729205500938000021e-03,3.762232337002409822e-03,1.190295223573550019e-02,7.883378678258740058e-01,4.440677317767400267e-01
2.064097841460720093e-03,1.701962075959769947e-03,6.291372571835289994e-03,8.203198539573930415e-01,5.001525742346419889e-01
3.269613445771629885e-03,2.822163552294140038e-03,2.746957006107569876e-02,1.588331827211660052e-01,6.921068005743440388e-01
2.314397482725790052e-03,3.750647865218580124e-03,2.215396787493559977e-02,1.298298077711949938e+00,7.528721034540799550e-01
2.164557799754200044e-03,2.046607025709240059e-03,1.808091365332229958e-02,9.743955000999849902e-01,9.054595824133140347e-01
3.725992527477680043e-03,3.321363111047190026e-03,2.115146837533430149e-02,8.432102377804689963e-01,9.107838069857100427e-01
2.559104185715550123e-03,1.631358332266800082e-03,2.622114371713549913e-02,1.434367836699820042e+00,4.498467219346199975e-01
2.537575912566859999e-03,3.041579010128389864e-03,1.529492060746300008e-02,9.671270174056989521e-01,5.507531522174829997e-01
2.780238483388910043e-03,3.110209199471279835e-03,2.750171556656619970e-02,7.805952725034439599e-01,2.461088019567539975e-01
2.296675503420879828e-03,2.216767599607350012e-03,9.822932097151640396e-03,2.834376213548239765e-01,2.288656426526139986e-01
3.620589079424739801e-03,7.097344817727569474e-04,2.698653555238359966e-02,1.172107561179200008e+00,2.381637105194389925e-01
2.820949688969409848e-03,8.732069559636289639e-04,1.687905789619939881e-02,8.712458432220150373e-01,9.599730668570849446e-01
1.287367151072949922e-03,3.079664863383509837e-03,4.066859887896570429e-03,5.163932811613189955e-01,8.385038859108460141e-01
3.489441573845919811e-03,2.921387032106169835e-03,2.640844905096659950e-02,6.130990848890509604e-01,1.509570821141819896e-01
1.230510288616879942e-03,9.526084557991709462e-04,2.386384424404729837e-02,1.535268128929890008e-01,2.667932764440770210e-01
3.204246238935969972e-03,7.720318422687709589e-04,2.719808253067099862e-02,1.300843031298720032e+00,6.603440179668830234e-01
2.090437189248159789e-03,1.912158362643680016e-03,1.972662416129089893e-02,6.679805175623619862e-01,6.836869816118850141e-01
2.550608349910939848e-03,2.297616932994800062e-03,1.951284153601949914e-02,5.572552349462640553e-01,2.319109214274210073e-01
3.242752786579540004e-03,3.472199208158529941e-03,1.817124896012270105e-02,1.074805616643629946e+00,4.730354338837790273e-02
3.196687287094299862e-03,1.365460164994580046e-03,1.481400526026730065e-02,1.175723909847210091e+00,7.532232442663520100e-01
3.520443509650419793e-03,1.471442674117750008e-03,2.416305462289999872e-02,1.104243220436389894e+00,9.547456942189019857e-01
1.951298449811289960e-03,3.022477027752440079e-03,2.649534530283769937e-02,1.314034086571769899e+00,2.916634187160530023e-01
3.608829939172139827e-03,3.699014869593899961e-03,9.926255924152440485e-03,2.119648672335320005e-01,5.241303612617780050e-02
1.582975561866070083e-03,2.337712902599600132e-03,2.736674170936599995e-02,3.158295476274800007e-01,3.949501151652080044e-01
3.593524148058380076e-03,3.731827342505569974e-03,1.789400454764649914e-02,1.309897986922410107e+00,8.706658485899679834e-01
3.199903760931449830e-03,3.669585110679149820e-03,2.276784077607069828e-02,4.700899958104129972e-01,4.477096198773939939e-01
2.947712766015199957e-03,3.167623017228209797e-03,7.823583225432079527e-03,1.471155307567679982e+00,8.629690478206610005e-02
3.596280704613779959e-03,7.522097723094050073e-04,6.480155758518489802e-03,1.321676897885049884e-01,8.319236018478399775e-01
3.261993509322400151e-03,2.162022367793140117e-03,1.995231306367020035e-02,8.563182228900260151e-01,7.462164435270239871e-01
2.255425299819559942e-03,2.780930772257500169e-03,1.770395295917289932e-02,1.136045689618210064e+00,2.843118573557589790e-01
3.215252672092289848e-03,2.847819510836389813e-03,1.178606099760740045e-02,6.434810371081109981e-01,1.728004406059630016e-01
2.074723593614530032e-03,1.302671527062539917e-03,1.424969439059049943e-02,8.054136906591009559e-01,8.952283502647190305e-01
3.839894085029139925e-03,1.256206948655769987e-03,4.558663974506080123e-03,3.659494620248440189e-01,2.025858961686030080e-01
3.048906400527109841e-03,9.922735817513889285e-04,2.020711937507849859e-02,1.296417208944679933e+00,5.771177507401439866e-02
1.209325763895639913e-03,3.607130387609360032e-03,2.835359678283470158e-02,4.579890625295229833e-01,5.390269438377579547e-01
2.151132278841689800e-03,3.134689627356480098e-03,5.108896916732660193e-03,1.250825744203639900e+00,8.109952075118199710e-01
1.467235800666269940e-03,2.130991667348430037e-03,2.729374355430340057e-02,8.470602422469529769e-01,7.881345787143799742e-01
1.867233397394880067e-03,2.386625117783319847e-03,2.714140559258449922e-02,7.823283018964579671e-01,1.221720619329720037e-01
1.176757146765709892e-03,2.667821018971970170e-03,2.332896546146669831e-02,5.679307233109139874e-01,4.369509363442189986e-01
2.624045322400289822e-03,7.369956392488679784e-04,2.301656482078130034e-02,9.938184991688470138e-02,5.456870361512989875e-01
1.159741956397429942e-03,2.686122230652249893e-03,7.377499226261160017e-03,5.374972052386729482e-01,1.935029782946220134e-01
2.119223154405359966e-03,2.538808790434150028e-03,1.155220555591400002e-02,8.761318567487179632e-01,4.386625156593509933e-01
3.528558555165069947e-03,1.981061951859040045e-03,1.587606609035800004e-02,6.987668925581970170e-01,4.089917410435149892e-01
1.772462082941090016e-03,1.642673237285110057e-03,9.081190685900630832e-03,1.329418373087299932e+00,4.635163857599249870e-01
1.712952539832330104e-03,2.243714019507749968e-03,8.701161093930709356e-03,1.035998633427549942e+00,1.763580728825180077e-01
3.055254823339399999e-03,2.937732836599460037e-03,1.528239637049540016e-02,1.596396129549249865e-01,2.445163522691000124e-01
3.418737116002009899e-03,3.195105979156800079e-03,8.773678719098679940e-03,3.220062173581679787e-01,7.332750699168539832e-01
3.683840320178770073e-03,2.355564739818920197e-03,2.807266416474870144e-02,1.403827604172050103e+00,2.532283275281079771e-01
2.261067954488099954e-03,2.424487932810680171e-03,9.047045277331959567e-03,1.230898388252710030e+00,6.598744474041740027e-01
3.793104485552060198e-03,3.703549425084729993e-03,1.487437620593999935e-02,7.686068951846100061e-01,9.231716028910600391e-01
2.645660919235320006e-03,3.725600303025219853e-03,1.771589774450189891e-02,1.092618449191099961e+00,8.764647546492050356e-01
3.375165540741759812e-03,3.249961854367630024e-03,9.645113286334560526e-03,1.113910198075579894e+00,2.624672656944019855e-01
3.115112528174650026e-03,2.433152651827080216e-03,9.876041512639030517e-03,1.148251369551990031e+00,6.255878189001230494e-01
2.859610274084380035e-03,2.643333406449649859e-03,1.553324409517269945e-02,6.154960159412580234e-01,8.635256097544919962e-01
1.620758224227230020e-03,3.233018126849549791e-03,2.285750691547129912e-02,8.656381786182759663e-01,9.118445053100590059e-01
2.468798006401630007e-03,2.615676521176359820e-03,2.119266202502440022e-02,4.763681168470069727e-01,6.931938415274490062e-01
1.472951072191819918e-03,3.314980514876430043e-03,1.700623121613609873e-02,1.076416270257319896e+00,9.797499517048710582e-02
2.600011288345329980e-03,1.067370997366729997e-03,9.565826888234820261e-03,5.610527202207590269e-01,3.273238591330590030e-01
1.489035934013780045e-03,1.381288557131189971e-03,2.126729260189300086e-02,6.187113971358629838e-01,3.716380660093859811e-01
3.890938479786970172e-03,7.962377877709220491e-04,2.450929335145119944e-02,6.218849949880970174e-01,2.983202015140560270e-01
2.762138762298509825e-03,1.238478431425990090e-03,1.467202881183130025e-02,5.720630003315160250e-01,7.857639567267620251e-01
2.533029561566420111e-03,1.770249546694220057e-03,2.453349968047460056e-02,1.165762508027490041e+00,8.335734470677559627e-02
3.171179895917420211e-03,2.525830393569889962e-03,1.933629275353669977e-02,1.447296839606950103e+00,4.509981731779409975e-01
1.196695094973079972e-03,2.385973248220279834e-03,1.244569801502980015e-02,6.578124446781580259e-01,7.699035785240120333e-01
2.555469594151009959e-03,2.117852097146559823e-03,4.892508480428019689e-03,1.105543618452150101e+00,1.482022247624119882e-01
1.540069761445750016e-03,2.198926194088300038e-03,1.909183675279029976e-02,4.041364401185419952e-01,3.230024075657130234e-01
3.060748144237789969e-03,3.813419770475009931e-03,2.474417575152779852e-02,1.351336430173250003e+00,3.015609763097020224e-01
2.651631184897619998e-03,2.306513226354960002e-03,1.464002941915090034e-02,8.478802027615019998e-01,1.622314878141039862e-01
1.709174686687069990e-03,3.621883513317439990e-03,2.358259380725789833e-02,1.207780708631380095e+00,5.567315019087399897e-01
1.788752236641939991e-03,3.013289691983139784e-03,2.148940176627089915e-02,2.375859347151129952e-01,7.131847144053320431e-01
1.241174920363350039e-03,3.100757246607330035e-03,1.565908295226490013e-02,1.246446375987259936e+00,4.427615499950480205e-01
1.328774087693770012e-03,1.182164860859399912e-03,1.503232021415370004e-02,8.824702646664810413e-01,6.531857696191869511e-01
2.701403257896189871e-03,3.124563404382440200e-03,2.051752689928629941e-02,1.658738943814530020e-01,4.548341160388659765e-01
1.249812483535610091e-03,1.898297851978100010e-03,4.769838908323089689e-03,1.082638980777000048e+00,6.400562941385430360e-01
1.943019537444230001e-03,1.116300859523469951e-03,1.436137989376579972e-02,1.419327361673700105e+00,7.439281054972669560e-01
2.384291560370710092e-03,1.093409950583130053e-03,2.421639158013369833e-02,1.002012493723309916e+00,2.392045194117820017e-01
1.277156967594519910e-03,3.458693917509630001e-03,1.234237004488360039e-02,6.922869543515840496e-01,2.555056289124770230e-01
1.793518456353569972e-03,2.375961423583909920e-03,3.466740021976179829e-03,2.583950198848030122e-01,8.826941366372630382e-01
1.464284316546749908e-03,3.680926006057650204e-03,1.438491309585790065e-02,3.577531220664970091e-01,9.765799048652410441e-01
3.101538455573839975e-03,1.940611832975180006e-03,2.898735837503270060e-02,7.558513990264620341e-01,3.169016211736019883e-01
1.445822532495019902e-03,1.453659185773340011e-03,1.918653618409759884e-02,1.021238899125719968e+00,9.709738353344149475e-01
1.525879356504190052e-03,3.300734050040480053e-03,7.232422042411990222e-03,1.342295541349330046e+00,3.399122127804439786e-01
2.709729308702979976e-03,2.379968621770040069e-03,1.292306127968289968e-02,2.262284640673309921e-01,6.552924613039939894e-01
1.364617863355900053e-03,3.115328742674779855e-03,1.735417661105519843e-02,6.815844788539690002e-01,7.499142119486349456e-01
3.862803591038329980e-03,2.804845405937290113e-03,1.914772208298230055e-02,1.057784346838710032e+00,4.616114768118130263e-01
1.740102472080849987e-03,2.441976991299540066e-03,2.487440235306390135e-02,8.384406704903809571e-01,4.742286310966590257e-01
1.499888342179359936e-03,2.569557597579319886e-03,1.649634530265749882e-02,9.907357819934839993e-01,9.961833043303339741e-01
3.078410809511320130e-03,3.052883395249019870e-03,1.222222874911619954e-02,2.210271044808909957e-01,9.676280699574849598e-01
2.267254981542700214e-03,1.781163468122950013e-03,2.184182559460959988e-02,7.340569832468170075e-01,7.998092088522390508e-02
3.645379319360480142e-03,1.629331985424040032e-03,2.547435828678660044e-02,1.461762114514479904e+00,6.850974027577320102e-01
1.575791076818710027e-03,3.716335474402880125e-03,1.531424212082239944e-02,7.567034542914480300e-01,9.469725288962950183e-01
1.165686450376409973e-03,1.759542360844209988e-03,2.773409813330880019e-02,1.473908740354699987e+00,1.083655181925280014e-01
3.397283600165509811e-03,1.246954224688580012e-03,2.367016761687890103e-02,1.031116041712230036e+00,4.579266381424390020e-01
3.812315757505829912e-03,2.762506797115549858e-03,1.642190850559180001e-02,7.078181144093399491e-01,3.438836529408580145e-02
1.765431103448150034e-03,2.184333475053079881e-03,5.387550476111940302e-03,6.851658444193889919e-01,2.757446343624029850e-01
3.815421169979029813e-03,7.062068441419399635e-04,1.942602453810019988e-02,1.101424952059870011e+00,2.831091884137130199e-01
3.842134346216679978e-03,2.310063853083289993e-03,2.013677603423459986e-02,1.769251263131149943e-01,2.453852553197649888e-01
1.721358248009110083e-03,3.372974756038280095e-03,9.398402255561899912e-03,8.058821892156260436e-01,6.668103568672669734e-01
3.861754414794040056e-03,3.091331010143969979e-03,2.369285207079609851e-02,3.772717719260840208e-01,6.307776713913769706e-01
2.476548127700809853e-03,1.269701095280940072e-03,1.186442805355530060e-02,1.154118397540409902e+00,8.125684128147550034e-01
2.593386387939330007e-03,3.272366233909499919e-03,8.359963980899659877e-03,1.080810380731940024e+00,2.490633426315619903e-01
3.353884020663569932e-03,3.213858496108320216e-03,9.165147157712839540e-03,8.750105861494079651e-01,9.455202709417790397e-01
1.602708146963730028e-03,1.325419175756049894e-03,2.763822509495309984e-02,2.417872469838479865e-01,4.118156867311340008e-01
1.889270022699609955e-03,1.574097377542289962e-03,2.039099937082010025e-02,1.093934954206229992e+00,4.841405776818279993e-01
2.130547448831840180e-03,1.193058365983190030e-03,2.663760602071599953e-02,4.829877766367279834e-01,5.799931184016170471e-01
3.470991328656670115e-03,3.457211516292069825e-03,2.731305708968359905e-02,1.025543493774599968e+00,2.193303527722600121e-01
3.024704266889949832e-03,2.755768642169539786e-03,2.407768159950249981e-02,1.322828810194859983e+00,7.113570459345359698e-01
3.248567771520469855e-03,2.256028810377810195e-03,1.830233748856820164e-02,1.262669658653670091e+00,2.007423939923760059e-01
2.772455709590340104e-03,1.240285946018530048e-03,2.828329376754280117e-02,5.250837822491299933e-01,9.441335212406699595e-01
3.899550015857680078e-03,1.777885148874129920e-03,2.912700610843560120e-02,9.382443872618019542e-02,2.857408202015789822e-01
2.028160895826990051e-03,1.618207633847950017e-03,9.491675015110289521e-03,1.211478342459419988e+00,3.826330251642499902e-02
3.598356731591749891e-03,2.531482298798389940e-03,1.321844068321889956e-02,3.361685594165459978e-01,2.163188130781050142e-02
1.148823483032170023e-03,9.181245911244770384e-04,1.208101376667669938e-02,3.246483760272390051e-01,8.648667861369899734e-01
3.327834318967070205e-03,1.808863793200000004e-03,1.455653501277649926e-02,1.649656003756679867e-01,1.394751794475599938e-01
